token,isin,return_option,schemeName,schemePlan,schemeCode,NAV,ChangeInNAV,ChangeInNAVPer,min_investment,div_frequency,NavDate
37717,INF397L01KQ3,Growth,LIC MF Value Fund - Regular (G),Regular,LCLVGP-GR,25.0336,-0.23,-0.90,5000.00,,4th November 2024
37718,INF397L01KN0,Dividend - Payout,LIC MF Value Fund - Regular (IDCW),Regular,LCLVDP-DP,25.0338,-0.23,-0.90,5000.00,,4th November 2024
37718,INF397L01KO8,Dividend - Reinvest,LIC MF Value Fund - Regular (IDCW),Regular,LCLVDP-DR,25.0338,-0.23,-0.90,5000.00,,4th November 2024
37719,INF397L01KU5,Growth,LIC MF Value Fund - Direct (G),Direct,LCLVG1-GR,26.6847,-0.24,-0.87,5000.00,,4th November 2024
37720,INF397L01KR1,Dividend - Payout,LIC MF Value Fund - Direct (IDCW),Direct,LCLVD1-DP,26.6658,-0.23,-0.87,5000.00,,4th November 2024
37720,INF397L01KS9,Dividend - Reinvest,LIC MF Value Fund - Direct (IDCW),Direct,LCLVD1-DR,26.6658,-0.23,-0.87,5000.00,,4th November 2024
37729,INF090I01PA3,Growth,Franklin India Equity Savings Fund (G),Regular,FR778-GR,15.7027,0.00,0.02,5000.00,,4th November 2024
37730,INF090I01OY6,Dividend - Payout,Franklin India Equity Savings Fund (IDCW),Regular,FR777-DP,13.5858,0.00,-0.03,5000.00,,4th November 2024
37730,INF090I01OY6,Dividend - Reinvest,Franklin India Equity Savings Fund (IDCW),Regular,FR777-DR,13.5858,0.00,-0.03,5000.00,,4th November 2024
37730,INF090I01OZ3,Dividend - Payout,Franklin India Equity Savings Fund (IDCW),Regular,FR777P-DP,13.5858,0.00,-0.03,5000.00,,4th November 2024
37731,INF090I01PE5,Dividend - Payout,Franklin India Equity Savings Fund (IDCW-M),Regular,FR781-DP,13.3543,0.00,0.03,5000.00,MONTHLY,4th November 2024
37731,INF090I01PE5,Dividend - Reinvest,Franklin India Equity Savings Fund (IDCW-M),Regular,FR781-DR,13.3543,0.00,0.03,5000.00,MONTHLY,4th November 2024
37731,INF090I01PF2,Dividend - Payout,Franklin India Equity Savings Fund (IDCW-M),Regular,FR781P-DP,13.3543,0.00,0.03,5000.00,MONTHLY,4th November 2024
37732,INF090I01PI6,Dividend - Payout,Franklin India Equity Savings Fund (IDCW-Q),Regular,FR783-DP,12.5055,0.00,-0.04,5000.00,QUARTERLY,4th November 2024
37732,INF090I01PI6,Dividend - Reinvest,Franklin India Equity Savings Fund (IDCW-Q),Regular,FR783-DR,12.5055,0.00,-0.04,5000.00,QUARTERLY,4th November 2024
37732,INF090I01PJ4,Dividend - Payout,Franklin India Equity Savings Fund (IDCW-Q),Regular,FR783P-DP,12.5055,0.00,-0.04,5000.00,QUARTERLY,4th November 2024
37733,INF090I01PD7,Growth,Franklin India Equity Savings Fund - Dir (G),Direct,FR780-GR,17.0677,0.00,-0.01,5000.00,,4th November 2024
37734,INF090I01PB1,Dividend - Payout,Franklin India Equity Savings Fund - Dir (IDCW),Direct,FR779-DP,14.8342,0.00,0.03,5000.00,,4th November 2024
37734,INF090I01PB1,Dividend - Reinvest,Franklin India Equity Savings Fund - Dir (IDCW),Direct,FR779-DR,14.8342,0.00,0.03,5000.00,,4th November 2024
37734,INF090I01PC9,Dividend - Payout,Franklin India Equity Savings Fund - Dir (IDCW),Direct,FR779P-DP,14.8342,0.00,0.03,5000.00,,4th November 2024
37735,INF090I01PG0,Dividend - Payout,Franklin India Equity Savings Fund - Dir (IDCW-M),Direct,FR782-DP,13.9802,0.00,0.00,5000.00,MONTHLY,4th November 2024
37735,INF090I01PG0,Dividend - Reinvest,Franklin India Equity Savings Fund - Dir (IDCW-M),Direct,FR782-DR,13.9802,0.00,0.00,5000.00,MONTHLY,4th November 2024
37735,INF090I01PH8,Dividend - Payout,Franklin India Equity Savings Fund - Dir (IDCW-M),Direct,FR782P-DP,13.9802,0.00,0.00,5000.00,MONTHLY,4th November 2024
37736,INF090I01PK2,Dividend - Payout,Franklin India Equity Savings Fund - Dir (IDCW-Q),Direct,FR784-DP,13.7535,0.00,0.03,5000.00,QUARTERLY,4th November 2024
37736,INF090I01PK2,Dividend - Reinvest,Franklin India Equity Savings Fund - Dir (IDCW-Q),Direct,FR784-DR,13.7535,0.00,0.03,5000.00,QUARTERLY,4th November 2024
37736,INF090I01PL0,Dividend - Payout,Franklin India Equity Savings Fund - Dir (IDCW-Q),Direct,FR784P-DP,13.7535,0.00,0.03,5000.00,QUARTERLY,4th November 2024
37813,INF277K019K2,Growth,Tata Flexi Cap Fund - Regular (G),Regular,TAMTCG-GR,23.3406,-0.11,-0.47,5000.00,,4th November 2024
37814,INF277K010L9,Dividend - Payout,Tata Flexi Cap Fund - Regular (IDCW) RI,Regular,TAMTCD-DP,23.3406,-0.11,-0.47,5000.00,,4th November 2024
37814,INF277K010L9,Dividend - Reinvest,Tata Flexi Cap Fund - Regular (IDCW) RI,Regular,TAMTCD-DR,23.3406,-0.11,-0.47,5000.00,,4th November 2024
37815,INF277K015K0,Growth,Tata Flexi Cap Fund - Direct (G),Direct,TAMTCGZ-GR,25.6819,-0.12,-0.46,5000.00,,4th November 2024
37816,INF277K016K8,Dividend - Payout,Tata Flexi Cap Fund - Direct (IDCW) RI,Direct,TAMTCDZ-DP,25.6819,-0.12,-0.46,5000.00,,4th November 2024
37816,INF277K016K8,Dividend - Reinvest,Tata Flexi Cap Fund - Direct (IDCW) RI,Direct,TAMTCDZ-DR,25.6819,-0.12,-0.46,5000.00,,4th November 2024
37886,INF754K01GT9,Dividend - Reinvest,Edelweiss Liquid Fund - Direct (IDCW-A),Direct,EDILD8-DR,3255.1659,0.67,0.02,100.00,ANNUAL,4th November 2024
37886,INF754K01GX1,Dividend - Payout,Edelweiss Liquid Fund - Direct (IDCW-A),Direct,EDILD8-DP,3255.1659,0.67,0.02,100.00,ANNUAL,4th November 2024
37887,INF789F1A744,Growth,UTI-Equity Savings Fund - Regular (G),Regular,UTESGP-GR,17.4635,-0.03,-0.15,5000.00,,4th November 2024
37888,INF789F1A785,Dividend - Reinvest,UTI-Equity Savings Fund - Regular (IDCW-M),Regular,UTESMD-DR,17.4636,-0.03,-0.15,5000.00,MONTHLY,4th November 2024
37888,INF789F1A793,Dividend - Payout,UTI-Equity Savings Fund - Regular (IDCW-M),Regular,UTESMD-DP,17.4636,-0.03,-0.15,5000.00,MONTHLY,4th November 2024
37889,INF789F1A827,Dividend - Reinvest,UTI-Equity Savings Fund - Regular (IDCW-Q),Regular,UTESQD-DR,17.4635,-0.03,-0.15,5000.00,QUARTERLY,4th November 2024
37889,INF789F1A835,Dividend - Payout,UTI-Equity Savings Fund - Regular (IDCW-Q),Regular,UTESQD-DP,17.4635,-0.03,-0.15,5000.00,QUARTERLY,4th November 2024
37890,INF789F1A728,Dividend - Reinvest,UTI-Equity Savings Fund - Regular (IDCW),Regular,UTESDP-DR,17.4635,-0.03,-0.15,5000.00,,4th November 2024
37890,INF789F1A736,Dividend - Payout,UTI-Equity Savings Fund - Regular (IDCW),Regular,UTESDP-DP,17.4635,-0.03,-0.15,5000.00,,4th November 2024
37891,INF789F1A777,Growth,UTI-Equity Savings Fund - Direct (G),Direct,UTESG1-GR,18.4425,-0.02,-0.09,5000.00,,4th November 2024
37892,INF789F1A801,Dividend - Reinvest,UTI-Equity Savings Fund - Direct (IDCW-M),Direct,UTESM1-DR,18.4435,-0.02,-0.09,5000.00,MONTHLY,4th November 2024
37892,INF789F1A819,Dividend - Payout,UTI-Equity Savings Fund - Direct (IDCW-M),Direct,UTESM1-DP,18.4435,-0.02,-0.09,5000.00,MONTHLY,4th November 2024
37893,INF789F1A843,Dividend - Reinvest,UTI-Equity Savings Fund - Direct (IDCW-Q),Direct,UTESQ1-DR,18.4424,-0.02,-0.10,5000.00,QUARTERLY,4th November 2024
37893,INF789F1A850,Dividend - Payout,UTI-Equity Savings Fund - Direct (IDCW-Q),Direct,UTESQ1-DP,18.4424,-0.02,-0.10,5000.00,QUARTERLY,4th November 2024
37894,INF789F1A751,Dividend - Reinvest,UTI-Equity Savings Fund - Direct (IDCW),Direct,UTESD1-DR,18.4425,-0.02,-0.09,5000.00,,4th November 2024
37894,INF789F1A769,Dividend - Payout,UTI-Equity Savings Fund - Direct (IDCW),Direct,UTESD1-DP,18.4425,-0.02,-0.09,5000.00,,4th November 2024
37897,INF251K01PQ3,Growth,Baroda BNP Paribas India Consumption Fund-Reg (G),Regular,BPICRG-GR,31.5228,-0.11,-0.34,5000.00,,4th November 2024
37898,INF251K01PR1,Dividend - Reinvest,Baroda BNP Paribas India Consumption Fund-Reg (IDC,Regular,BPICRD-DR,23.3042,-0.09,-0.37,5000.00,,4th November 2024
37898,INF251K01PS9,Dividend - Payout,Baroda BNP Paribas India Consumption Fund-Reg (IDC,Regular,BPICRD-DP,23.3042,-0.09,-0.37,5000.00,,4th November 2024
37899,INF251K01PT7,Growth,Baroda BNP Paribas India Consumption Fund-Dir (G),Direct,BPICDG-GR,34.5632,-0.12,-0.34,5000.00,,4th November 2024
37900,INF251K01PU5,Dividend - Reinvest,Baroda BNP Paribas India Consumption Fund-Dir (IDC,Direct,BPICDD-DR,26.3663,-0.09,-0.35,5000.00,,4th November 2024
37900,INF251K01PV3,Dividend - Payout,Baroda BNP Paribas India Consumption Fund-Dir (IDC,Direct,BPICDD-DP,26.3663,-0.09,-0.35,5000.00,,4th November 2024
37931,INF740KA1JX0,Growth,DSP Corporate Bond Fund - Regular (G),Regular,DS582-GR,15.1377,0.01,0.05,100.00,,4th November 2024
37932,INF740KA1JY8,Dividend - Payout,DSP Corporate Bond Fund - Regular (IDCW),Regular,DS583-DP,11.6597,0.01,0.08,100.00,,4th November 2024
37932,INF740KA1JY8,Dividend - Reinvest,DSP Corporate Bond Fund - Regular (IDCW),Regular,DS583-DR,11.6597,0.01,0.08,100.00,,4th November 2024
37932,INF740KA1JZ5,Dividend - Reinvest,DSP Corporate Bond Fund - Regular (IDCW),Regular,DS584-DR,11.6597,0.01,0.08,100.00,,4th November 2024
37933,INF740KA1KA6,Dividend - Payout,DSP Corporate Bond Fund - Regular (IDCW-M),Regular,DS585-DP,10.4798,0.01,0.09,100.00,MONTHLY,4th November 2024
37933,INF740KA1KA6,Dividend - Reinvest,DSP Corporate Bond Fund - Regular (IDCW-M),Regular,DS585-DR,10.4798,0.01,0.09,100.00,MONTHLY,4th November 2024
37933,INF740KA1KB4,Dividend - Reinvest,DSP Corporate Bond Fund - Regular (IDCW-M),Regular,DS586-DR,10.4798,0.01,0.09,100.00,MONTHLY,4th November 2024
37934,INF740KA1KC2,Dividend - Payout,DSP Corporate Bond Fund - Regular (IDCW-Q),Regular,DS587-DP,10.6581,0.01,0.08,100.00,QUARTERLY,4th November 2024
37934,INF740KA1KC2,Dividend - Reinvest,DSP Corporate Bond Fund - Regular (IDCW-Q),Regular,DS587-DR,10.6581,0.01,0.08,100.00,QUARTERLY,4th November 2024
37934,INF740KA1KD0,Dividend - Reinvest,DSP Corporate Bond Fund - Regular (IDCW-Q),Regular,DS588-DR,10.6581,0.01,0.08,100.00,QUARTERLY,4th November 2024
37935,INF740KA1KE8,Growth,DSP Corporate Bond Fund - Direct (G),Direct,DS850-GR,15.3754,0.01,0.04,100.00,,4th November 2024
37936,INF740KA1KF5,Dividend - Payout,DSP Corporate Bond Fund - Direct (IDCW),Direct,DS851-DP,11.6987,0.01,0.07,100.00,,4th November 2024
37936,INF740KA1KF5,Dividend - Reinvest,DSP Corporate Bond Fund - Direct (IDCW),Direct,DS851-DR,11.6987,0.01,0.07,100.00,,4th November 2024
37936,INF740KA1KG3,Dividend - Reinvest,DSP Corporate Bond Fund - Direct (IDCW),Direct,DS852-DR,11.6987,0.01,0.07,100.00,,4th November 2024
37937,INF740KA1KH1,Dividend - Payout,DSP Corporate Bond Fund - Direct (IDCW-M),Direct,DS853-DP,10.5017,0.01,0.11,100.00,MONTHLY,4th November 2024
37937,INF740KA1KH1,Dividend - Reinvest,DSP Corporate Bond Fund - Direct (IDCW-M),Direct,DS853-DR,10.5017,0.01,0.11,100.00,MONTHLY,4th November 2024
37937,INF740KA1KI9,Dividend - Reinvest,DSP Corporate Bond Fund - Direct (IDCW-M),Direct,DS854-DR,10.5017,0.01,0.11,100.00,MONTHLY,4th November 2024
37938,INF740KA1KJ7,Dividend - Payout,DSP Corporate Bond Fund - Direct (IDCW-Q),Direct,DS855-DP,11.3018,0.01,0.10,100.00,QUARTERLY,4th November 2024
37938,INF740KA1KJ7,Dividend - Reinvest,DSP Corporate Bond Fund - Direct (IDCW-Q),Direct,DS855-DR,11.3018,0.01,0.10,100.00,QUARTERLY,4th November 2024
37938,INF740KA1KK5,Dividend - Reinvest,DSP Corporate Bond Fund - Direct (IDCW-Q),Direct,DS856-DR,11.3018,0.01,0.10,100.00,QUARTERLY,4th November 2024
37999,INF846K01G23,Growth,AXIS Ultra Short Duration Fund - Regular (G),Regular,AXUSGP-GR,14.0787,0.01,0.06,5000.00,,4th November 2024
38000,INF846K01G80,Dividend - Reinvest,AXIS Ultra Short Duration Fund - Regular (IDCW),Regular,AXUSRD-DR,14.0786,0.01,0.06,5000.00,,4th November 2024
38000,INF846K01G98,Dividend - Payout,AXIS Ultra Short Duration Fund - Regular (IDCW),Regular,AXUSRD-DP,14.0786,0.01,0.06,5000.00,,4th November 2024
38001,INF846K01G31,Dividend - Reinvest,AXIS Ultra Short Duration Fund - Regular (IDCW-D),Regular,AXUSDD-DR,10.0689,0.00,-0.01,5000.00,DAILY,4th November 2024
38002,INF846K01G49,Dividend - Reinvest,AXIS Ultra Short Duration Fund - Regular (IDCW-W),Regular,AXUSWD-DR,10.0671,0.00,-0.03,5000.00,WEEKLY,4th November 2024
38002,INF846K01G56,Dividend - Payout,AXIS Ultra Short Duration Fund - Regular (IDCW-W),Regular,AXUSWD-DP,10.0671,0.00,-0.03,5000.00,WEEKLY,4th November 2024
38003,INF846K01G64,Dividend - Reinvest,AXIS Ultra Short Duration Fund - Regular (IDCW-M),Regular,AXUSDP-DR,10.0592,0.01,0.09,5000.00,MONTHLY,4th November 2024
38003,INF846K01G72,Dividend - Payout,AXIS Ultra Short Duration Fund - Regular (IDCW-M),Regular,AXUSDP-DP,10.0592,0.01,0.09,5000.00,MONTHLY,4th November 2024
38004,INF846K01F40,Growth,AXIS Ultra Short Duration Fund - Direct (G),Direct,AXUSDG-GR,14.8569,0.02,0.11,5000.00,,4th November 2024
38005,INF846K01G07,Dividend - Reinvest,AXIS Ultra Short Duration Fund - Direct (IDCW),Direct,AXUSD1-DR,14.8583,0.01,0.06,5000.00,,4th November 2024
38005,INF846K01G15,Dividend - Payout,AXIS Ultra Short Duration Fund - Direct (IDCW),Direct,AXUSD1-DP,14.8583,0.01,0.06,5000.00,,4th November 2024
38006,INF846K01F57,Dividend - Reinvest,AXIS Ultra Short Duration Fund - Direct (IDCW-D),Direct,AXUSDR-DR,10.0338,0.00,0.04,5000.00,DAILY,4th November 2024
38007,INF846K01F65,Dividend - Reinvest,AXIS Ultra Short Duration Fund - Direct (IDCW-W),Direct,AXUSDW-DR,10.05,-0.01,-0.10,5000.00,WEEKLY,4th November 2024
38007,INF846K01F73,Dividend - Payout,AXIS Ultra Short Duration Fund - Direct (IDCW-W),Direct,AXUSDW-DP,10.05,-0.01,-0.10,5000.00,WEEKLY,4th November 2024
38008,INF846K01F81,Dividend - Reinvest,AXIS Ultra Short Duration Fund - Direct (IDCW-M),Direct,AXUSDM-DR,10.0543,0.00,0.04,5000.00,MONTHLY,4th November 2024
38008,INF846K01F99,Dividend - Payout,AXIS Ultra Short Duration Fund - Direct (IDCW-M),Direct,AXUSDM-DP,10.0543,0.00,0.04,5000.00,MONTHLY,4th November 2024
38063,INF903JA1EX7,Growth,Sundaram Services Fund - Regular (G),Regular,SUSSFRG-GR,32.585,-0.22,-0.66,100.00,,4th November 2024
38064,INF903JA1EY5,Dividend - Payout,Sundaram Services Fund - Regular (IDCW),Regular,SUSSFRD-DP,22.3404,-0.15,-0.67,100.00,,4th November 2024
38065,INF903JA1FA2,Growth,Sundaram Services Fund - Direct (G),Direct,SUSSFDG-GR,34.9946,-0.23,-0.64,100.00,,4th November 2024
38066,INF903JA1FB0,Dividend - Payout,Sundaram Services Fund - Direct (IDCW),Direct,SUSSFDD-DP,24.0186,-0.15,-0.63,100.00,,4th November 2024
38117,INF680P01075,Growth,Shriram Flexi Cap Fund (G),Regular,SH103-GR,21.6113,-0.06,-0.27,5000.00,,4th November 2024
38118,INF680P01083,Dividend - Payout,Shriram Flexi Cap Fund (IDCW),Regular,SH104P-DP,21.6064,-0.05,-0.25,5000.00,,4th November 2024
38118,INF680P01091,Dividend - Payout,Shriram Flexi Cap Fund (IDCW),Regular,SH104-DP,21.6064,-0.05,-0.25,5000.00,,4th November 2024
38118,INF680P01091,Dividend - Reinvest,Shriram Flexi Cap Fund (IDCW),Regular,SH104-DR,21.6064,-0.05,-0.25,5000.00,,4th November 2024
38119,INF680P01109,Growth,Shriram Flexi Cap Fund - Direct (G),Direct,SH103D-GR,24.1105,-0.06,-0.25,5000.00,,4th November 2024
38120,INF680P01117,Dividend - Payout,Shriram Flexi Cap Fund - Direct (IDCW),Direct,SH104PD-DP,23.8946,-0.07,-0.27,5000.00,,4th November 2024
38120,INF680P01125,Dividend - Payout,Shriram Flexi Cap Fund - Direct (IDCW),Direct,SH104D-DP,23.8946,-0.07,-0.27,5000.00,,4th November 2024
38120,INF680P01125,Dividend - Reinvest,Shriram Flexi Cap Fund - Direct (IDCW),Direct,SH104D-DR,23.8946,-0.07,-0.27,5000.00,,4th November 2024
38157,INF200KA1VQ2,Growth,SBI BSE SENSEX Next 50 ETF,Regular,SB547-GR,862.1403,-3.77,-0.44,5000.00,,4th November 2024
38184,INF109KC1KT9,Dividend - Reinvest,ICICI Pru BSE Liquid Rate ETF,Regular,IC5007-DR,1000.0,0.00,0.00,5000.00,DAILY,4th November 2024
38217,INF903JA1FJ3,Growth,Sundaram Money Market Fund - Regular (G),Regular,SUSMMRG-GR,14.267,0.01,0.05,1000.00,,4th November 2024
38221,INF903JA1FK1,Dividend - Payout,Sundaram Money Market Fund - Regular (IDCW-M),Regular,SUSMMRM-DP,11.1701,0.01,0.09,1000.00,MONTHLY,4th November 2024
38222,INF903JA1FL9,Dividend - Payout,Sundaram Money Market Fund - Regular (IDCW-Q),Regular,SUSMMRQ-DP,12.3498,0.01,0.08,1000.00,QUARTERLY,4th November 2024
38223,INF903JA1FR6,Growth,Sundaram Money Market Fund - Direct (G),Direct,SUSMMDG-GR,14.3468,0.01,0.05,1000.00,,4th November 2024
38227,INF903JA1FS4,Dividend - Payout,Sundaram Money Market Fund - Direct (IDCW-M),Direct,SUSMMDM-DP,11.1913,0.01,0.10,1000.00,MONTHLY,4th November 2024
38228,INF903JA1FT2,Dividend - Payout,Sundaram Money Market Fund - Direct (IDCW-Q),Direct,SUSMMDQ-DP,12.4205,0.01,0.08,1000.00,QUARTERLY,4th November 2024
38269,INF109KC1LG4,Growth,ICICI Pru Manufacturing Fund (G),Regular,IC3190-GR,34.07,-0.19,-0.55,5000.00,,4th November 2024
38270,INF109KC1LH2,Dividend - Payout,ICICI Pru Manufacturing Fund (IDCW),Regular,IC3191-DP,23.68,-0.13,-0.55,5000.00,,4th November 2024
38270,INF109KC1LH2,Dividend - Reinvest,ICICI Pru Manufacturing Fund (IDCW),Regular,IC3191-DR,23.68,-0.13,-0.55,5000.00,,4th November 2024
38270,INF109KC1LI0,Dividend - Payout,ICICI Pru Manufacturing Fund (IDCW),Regular,IC3191P-DP,23.68,-0.13,-0.55,5000.00,,4th November 2024
38271,INF109KC1LJ8,Growth,ICICI Pru Manufacturing Fund - Direct (G),Direct,IC9392-GR,36.41,-0.19,-0.52,5000.00,,4th November 2024
38272,INF109KC1LK6,Dividend - Payout,ICICI Pru Manufacturing Fund - Direct (IDCW),Direct,IC9393-DP,25.81,-0.13,-0.50,5000.00,,4th November 2024
38272,INF109KC1LK6,Dividend - Reinvest,ICICI Pru Manufacturing Fund - Direct (IDCW),Direct,IC9393-DR,25.81,-0.13,-0.50,5000.00,,4th November 2024
38272,INF109KC1LL4,Dividend - Payout,ICICI Pru Manufacturing Fund - Direct (IDCW),Direct,IC9393P-DP,25.81,-0.13,-0.50,5000.00,,4th November 2024
38285,INF179KB11R3,Growth,HDFC Ultra Short Term Fund (G),Regular,HDUSTGR-GR,14.4494,0.01,0.07,100.00,,4th November 2024
38286,INF179KB12R1,Dividend - Reinvest,HDFC Ultra Short Term Fund (IDCW-D),Regular,HDUSRDD-DR,10.103,0.00,0.03,100.00,DAILY,4th November 2024
38287,INF179KB14R7,Dividend - Payout,HDFC Ultra Short Term Fund (IDCW-W),Regular,HDUSRWD-DP,10.064,0.00,0.04,100.00,WEEKLY,4th November 2024
38287,INF179KB14R7,Dividend - Reinvest,HDFC Ultra Short Term Fund (IDCW-W),Regular,HDUSRWD-DR,10.064,0.00,0.04,100.00,WEEKLY,4th November 2024
38288,INF179KB15R4,Dividend - Reinvest,HDFC Ultra Short Term Fund (IDCW-M),Regular,HDUSRRM-DR,10.1641,0.00,0.04,100.00,MONTHLY,4th November 2024
38288,INF179KB16R2,Dividend - Payout,HDFC Ultra Short Term Fund (IDCW-M),Regular,HDUSRDM-DP,10.1641,0.00,0.04,100.00,MONTHLY,4th November 2024
38288,INF179KB16R2,Dividend - Reinvest,HDFC Ultra Short Term Fund (IDCW-M),Regular,HDUSRDM-DR,10.1641,0.00,0.04,100.00,MONTHLY,4th November 2024
38289,INF179KB15Q6,Growth,HDFC Ultra Short Term Fund - Direct (G),Direct,HDUSTGT-GR,14.7299,0.01,0.07,100.00,,4th November 2024
38290,INF179KB16Q4,Dividend - Reinvest,HDFC Ultra Short Term Fund - Direct (IDCW-D),Direct,HDUSDDD-DR,10.092,0.00,0.02,100.00,DAILY,4th November 2024
38291,INF179KB18Q0,Dividend - Payout,HDFC Ultra Short Term Fund - Direct (IDCW-W),Direct,HDUSDWD-DP,10.0645,0.00,0.04,100.00,WEEKLY,4th November 2024
38291,INF179KB18Q0,Dividend - Reinvest,HDFC Ultra Short Term Fund - Direct (IDCW-W),Direct,HDUSDWD-DR,10.0645,0.00,0.04,100.00,WEEKLY,4th November 2024
38292,INF179KB10R5,Dividend - Payout,HDFC Ultra Short Term Fund - Direct (IDCW-M),Direct,HDUSDMD-DP,10.0646,0.00,0.05,100.00,MONTHLY,4th November 2024
38292,INF179KB10R5,Dividend - Reinvest,HDFC Ultra Short Term Fund - Direct (IDCW-M),Direct,HDUSDMD-DR,10.0646,0.00,0.05,100.00,MONTHLY,4th November 2024
38292,INF179KB19Q8,Dividend - Reinvest,HDFC Ultra Short Term Fund - Direct (IDCW-M),Direct,HDUSDMR-DR,10.0646,0.00,0.05,100.00,MONTHLY,4th November 2024
38343,INF846K01J79,Growth,AXIS Growth Opportunities Fund - Regular (G),Regular,AXOGGP-GR,31.7,-0.13,-0.41,100.00,,31st October 2024
38344,INF846K01J87,Dividend - Payout,AXIS Growth Opportunities Fund - Regular (IDCW),Regular,AXOGDP-DP,21.49,-0.08,-0.37,100.00,,31st October 2024
38344,INF846K01J95,Dividend - Reinvest,AXIS Growth Opportunities Fund - Regular (IDCW),Regular,AXOGDP-DR,21.49,-0.08,-0.37,100.00,,31st October 2024
38345,INF846K01J46,Growth,AXIS Growth Opportunities Fund - Direct (G),Direct,AXOGDG-GR,34.65,-0.14,-0.40,100.00,,31st October 2024
38346,INF846K01J53,Dividend - Payout,AXIS Growth Opportunities Fund - Direct (IDCW),Direct,AXOGD1-DP,27.02,-0.11,-0.41,100.00,,31st October 2024
38346,INF846K01J61,Dividend - Reinvest,AXIS Growth Opportunities Fund - Direct (IDCW),Direct,AXOGD1-DR,27.02,-0.11,-0.41,100.00,,31st October 2024
38347,INF205K011T7,Growth,Invesco India Smallcap Fund - Regular (G),Regular,RGSCGP-GR,40.82,-0.34,-0.83,1000.00,,4th November 2024
38348,INF205K010T9,Dividend - Payout,Invesco India Smallcap Fund - Regular (IDCW),Regular,RGSCDP-DP,35.61,-0.30,-0.84,1000.00,,4th November 2024
38348,INF205K014T1,Dividend - Reinvest,Invesco India Smallcap Fund - Regular (IDCW),Regular,RGSCDP-DR,35.61,-0.30,-0.84,1000.00,,4th November 2024
38349,INF205K013T3,Growth,Invesco India Smallcap Fund - Direct (G),Direct,RGSCD1-GR,44.8,-0.37,-0.82,1000.00,,4th November 2024
38350,INF205K012T5,Dividend - Payout,Invesco India Smallcap Fund - Direct (IDCW),Direct,RGSCD2-DP,39.61,-0.33,-0.83,1000.00,,4th November 2024
38350,INF205K015T8,Dividend - Reinvest,Invesco India Smallcap Fund - Direct (IDCW),Direct,RGSCD2-DR,39.61,-0.33,-0.83,1000.00,,4th November 2024
38351,INF174V01630,Growth,Mahindra Manulife Consumption Fund (G),Regular,MHMRBRG-GR,22.8833,-0.14,-0.59,1000.00,,4th November 2024
38352,INF174V01648,Dividend - Payout,Mahindra Manulife Consumption Fund (IDCW),Regular,MHMRBRD-DP,18.4016,-0.11,-0.59,1000.00,,4th November 2024
38352,INF174V01648,Dividend - Reinvest,Mahindra Manulife Consumption Fund (IDCW),Regular,MHMRBRD-DR,18.4016,-0.11,-0.59,1000.00,,4th November 2024
38352,INF174V01655,Dividend - Payout,Mahindra Manulife Consumption Fund (IDCW),Regular,MHMRBRP-DP,18.4016,-0.11,-0.59,1000.00,,4th November 2024
38353,INF174V01663,Growth,Mahindra Manulife Consumption Fund - Dir (G),Direct,MHMRBDG-GR,25.3408,-0.15,-0.59,1000.00,,4th November 2024
38354,INF174V01671,Dividend - Payout,Mahindra Manulife Consumption Fund - Dir (IDCW),Direct,MHMRBDD-DP,20.7241,-0.12,-0.56,1000.00,,4th November 2024
38354,INF174V01671,Dividend - Reinvest,Mahindra Manulife Consumption Fund - Dir (IDCW),Direct,MHMRBDD-DR,20.7241,-0.12,-0.56,1000.00,,4th November 2024
38354,INF174V01689,Dividend - Payout,Mahindra Manulife Consumption Fund - Dir (IDCW),Direct,MHMRBDP-DP,20.7241,-0.12,-0.56,1000.00,,4th November 2024
38401,INF205K01J09,Dividend - Payout,Invesco India Credit Risk Fund - Direct (Disc),Direct,RGCBD3-DP,2001.2531,1.51,0.08,1000.00,,4th November 2024
38401,INF205K01J25,Dividend - Reinvest,Invesco India Credit Risk Fund - Direct (Disc),Direct,RGCBD3-DR,2001.2531,1.51,0.08,1000.00,,4th November 2024
38418,INF903JA1FP0,Dividend - Reinvest,Sundaram Money Market Fund - Regular (IDCW-M) (RI),Regular,SUSMMRM-DR,11.1701,0.01,0.09,1000.00,MONTHLY,4th November 2024
38419,INF903JA1FQ8,Dividend - Reinvest,Sundaram Money Market Fund - Regular (IDCW-Q) (RI),Regular,SUSMMRQ-DR,12.3498,0.01,0.08,1000.00,QUARTERLY,4th November 2024
38420,INF903JA1FX4,Dividend - Reinvest,Sundaram Money Market Fund - Direct (IDCW-M) (RI),Direct,SUSMMDM-DR,11.1913,0.01,0.10,1000.00,MONTHLY,4th November 2024
38421,INF903JA1FY2,Dividend - Reinvest,Sundaram Money Market Fund - Direct (IDCW-Q) (RI),Direct,SUSMMDQ-DR,12.4205,0.01,0.08,1000.00,QUARTERLY,4th November 2024
38444,INF277K015O2,Growth,Tata Small Cap Fund - Regular (G),Regular,TASCFG-GR,43.3689,-0.07,-0.16,5000.00,,4th November 2024
38445,INF277K017O8,Dividend - Payout,Tata Small Cap Fund - Regular (IDCW),Regular,TASCFDP-DP,43.3689,-0.07,-0.16,5000.00,,4th November 2024
